id	name	test1	test2	test3
17086	消灭4809754个敌人	1,4809754	1,2,3,14423	1,1;2,2;3,14422
17087	消灭4809755个敌人	1,4809755	1,2,3,14424	1,1;2,2;3,14423
17088	消灭4809756个敌人	1,4809756	1,2,3,14425	1,1;2,2;3,14424
17089	消灭4809757个敌人	1,4809757	1,2,3,14426	1,1;2,2;3,14425
17090	消灭4809758个敌人	1,4809758	1,2,3,14427	1,1;2,2;3,14426
17091	消灭4809759个敌人	1,4809759	1,2,3,14428	1,1;2,2;3,14427
17092	消灭4809760个敌人	1,4809760	1,2,3,14429	1,1;2,2;3,14428
17093	消灭4809761个敌人	1,4809761	1,2,3,14430	1,1;2,2;3,14429
17094	消灭4809762个敌人	1,4809762	1,2,3,14431	1,1;2,2;3,14430
17095	消灭4809763个敌人	1,4809763	1,2,3,14432	1,1;2,2;3,14431
17096	消灭4809764个敌人	1,4809764	1,2,3,14433	1,1;2,2;3,14432
17097	消灭4809765个敌人	1,4809765	1,2,3,14434	1,1;2,2;3,14433
17098	消灭4809766个敌人	1,4809766	1,2,3,14435	1,1;2,2;3,14434
17099	消灭4809767个敌人	1,4809767	1,2,3,14436	1,1;2,2;3,14435
17100	消灭4809768个敌人	1,4809768	1,2,3,14437	1,1;2,2;3,14436
17101	消灭4809769个敌人	1,4809769	1,2,3,14438	1,1;2,2;3,14437
17102	消灭4809770个敌人	1,4809770	1,2,3,14439	1,1;2,2;3,14438
17103	消灭4809771个敌人	1,4809771	1,2,3,14440	1,1;2,2;3,14439
17104	消灭4809772个敌人	1,4809772	1,2,3,14441	1,1;2,2;3,14440
17105	消灭4809773个敌人	1,4809773	1,2,3,14442	1,1;2,2;3,14441
17106	消灭4809774个敌人	1,4809774	1,2,3,14443	1,1;2,2;3,14442
17107	消灭4809775个敌人	1,4809775	1,2,3,14444	1,1;2,2;3,14443
17108	消灭4809776个敌人	1,4809776	1,2,3,14445	1,1;2,2;3,14444
17109	消灭4809777个敌人	1,4809777	1,2,3,14446	1,1;2,2;3,14445
17110	消灭4809778个敌人	1,4809778	1,2,3,14447	1,1;2,2;3,14446
17111	消灭4809779个敌人	1,4809779	1,2,3,14448	1,1;2,2;3,14447
17112	消灭4809780个敌人	1,4809780	1,2,3,14449	1,1;2,2;3,14448
17113	消灭4809781个敌人	1,4809781	1,2,3,14450	1,1;2,2;3,14449
17114	消灭4809782个敌人	1,4809782	1,2,3,14451	1,1;2,2;3,14450
17115	消灭4809783个敌人	1,4809783	1,2,3,14452	1,1;2,2;3,14451
17116	消灭4809784个敌人	1,4809784	1,2,3,14453	1,1;2,2;3,14452
17117	消灭4809785个敌人	1,4809785	1,2,3,14454	1,1;2,2;3,14453
17118	消灭4809786个敌人	1,4809786	1,2,3,14455	1,1;2,2;3,14454
17119	消灭4809787个敌人	1,4809787	1,2,3,14456	1,1;2,2;3,14455
17120	消灭4809788个敌人	1,4809788	1,2,3,14457	1,1;2,2;3,14456
17121	消灭4809789个敌人	1,4809789	1,2,3,14458	1,1;2,2;3,14457
17122	消灭4809790个敌人	1,4809790	1,2,3,14459	1,1;2,2;3,14458
17123	消灭4809791个敌人	1,4809791	1,2,3,14460	1,1;2,2;3,14459
17124	消灭4809792个敌人	1,4809792	1,2,3,14461	1,1;2,2;3,14460
17125	消灭4809793个敌人	1,4809793	1,2,3,14462	1,1;2,2;3,14461
17126	消灭4809794个敌人	1,4809794	1,2,3,14463	1,1;2,2;3,14462
17127	消灭4809795个敌人	1,4809795	1,2,3,14464	1,1;2,2;3,14463
17128	消灭4809796个敌人	1,4809796	1,2,3,14465	1,1;2,2;3,14464
17129	消灭4809797个敌人	1,4809797	1,2,3,14466	1,1;2,2;3,14465
17130	消灭4809798个敌人	1,4809798	1,2,3,14467	1,1;2,2;3,14466
17131	消灭4809799个敌人	1,4809799	1,2,3,14468	1,1;2,2;3,14467
17132	消灭4809800个敌人	1,4809800	1,2,3,14469	1,1;2,2;3,14468
17133	消灭4809801个敌人	1,4809801	1,2,3,14470	1,1;2,2;3,14469
17134	消灭4809802个敌人	1,4809802	1,2,3,14471	1,1;2,2;3,14470
17135	消灭4809803个敌人	1,4809803	1,2,3,14472	1,1;2,2;3,14471
17136	消灭4809804个敌人	1,4809804	1,2,3,14473	1,1;2,2;3,14472
17137	消灭4809805个敌人	1,4809805	1,2,3,14474	1,1;2,2;3,14473
17138	消灭4809806个敌人	1,4809806	1,2,3,14475	1,1;2,2;3,14474
17139	消灭4809807个敌人	1,4809807	1,2,3,14476	1,1;2,2;3,14475
17140	消灭4809808个敌人	1,4809808	1,2,3,14477	1,1;2,2;3,14476
17141	消灭4809809个敌人	1,4809809	1,2,3,14478	1,1;2,2;3,14477
17142	消灭4809810个敌人	1,4809810	1,2,3,14479	1,1;2,2;3,14478
17143	消灭4809811个敌人	1,4809811	1,2,3,14480	1,1;2,2;3,14479
17144	消灭4809812个敌人	1,4809812	1,2,3,14481	1,1;2,2;3,14480
17145	消灭4809813个敌人	1,4809813	1,2,3,14482	1,1;2,2;3,14481
17146	消灭4809814个敌人	1,4809814	1,2,3,14483	1,1;2,2;3,14482
17147	消灭4809815个敌人	1,4809815	1,2,3,14484	1,1;2,2;3,14483
17148	消灭4809816个敌人	1,4809816	1,2,3,14485	1,1;2,2;3,14484
17149	消灭4809817个敌人	1,4809817	1,2,3,14486	1,1;2,2;3,14485
17150	消灭4809818个敌人	1,4809818	1,2,3,14487	1,1;2,2;3,14486
17151	消灭4809819个敌人	1,4809819	1,2,3,14488	1,1;2,2;3,14487
17152	消灭4809820个敌人	1,4809820	1,2,3,14489	1,1;2,2;3,14488
17153	消灭4809821个敌人	1,4809821	1,2,3,14490	1,1;2,2;3,14489
17154	消灭4809822个敌人	1,4809822	1,2,3,14491	1,1;2,2;3,14490
17155	消灭4809823个敌人	1,4809823	1,2,3,14492	1,1;2,2;3,14491
17156	消灭4809824个敌人	1,4809824	1,2,3,14493	1,1;2,2;3,14492
17157	消灭4809825个敌人	1,4809825	1,2,3,14494	1,1;2,2;3,14493
17158	消灭4809826个敌人	1,4809826	1,2,3,14495	1,1;2,2;3,14494
17159	消灭4809827个敌人	1,4809827	1,2,3,14496	1,1;2,2;3,14495
17160	消灭4809828个敌人	1,4809828	1,2,3,14497	1,1;2,2;3,14496
17161	消灭4809829个敌人	1,4809829	1,2,3,14498	1,1;2,2;3,14497
17162	消灭4809830个敌人	1,4809830	1,2,3,14499	1,1;2,2;3,14498
17163	消灭4809831个敌人	1,4809831	1,2,3,14500	1,1;2,2;3,14499
17164	消灭4809832个敌人	1,4809832	1,2,3,14501	1,1;2,2;3,14500
17165	消灭4809833个敌人	1,4809833	1,2,3,14502	1,1;2,2;3,14501
17166	消灭4809834个敌人	1,4809834	1,2,3,14503	1,1;2,2;3,14502
17167	消灭4809835个敌人	1,4809835	1,2,3,14504	1,1;2,2;3,14503
17168	消灭4809836个敌人	1,4809836	1,2,3,14505	1,1;2,2;3,14504
17169	消灭4809837个敌人	1,4809837	1,2,3,14506	1,1;2,2;3,14505
17170	消灭4809838个敌人	1,4809838	1,2,3,14507	1,1;2,2;3,14506
17171	消灭4809839个敌人	1,4809839	1,2,3,14508	1,1;2,2;3,14507
17172	消灭4809840个敌人	1,4809840	1,2,3,14509	1,1;2,2;3,14508
17173	消灭4809841个敌人	1,4809841	1,2,3,14510	1,1;2,2;3,14509
17174	消灭4809842个敌人	1,4809842	1,2,3,14511	1,1;2,2;3,14510
17175	消灭4809843个敌人	1,4809843	1,2,3,14512	1,1;2,2;3,14511
17176	消灭4809844个敌人	1,4809844	1,2,3,14513	1,1;2,2;3,14512
17177	消灭4809845个敌人	1,4809845	1,2,3,14514	1,1;2,2;3,14513
17178	消灭4809846个敌人	1,4809846	1,2,3,14515	1,1;2,2;3,14514
17179	消灭4809847个敌人	1,4809847	1,2,3,14516	1,1;2,2;3,14515
17180	消灭4809848个敌人	1,4809848	1,2,3,14517	1,1;2,2;3,14516
17181	消灭4809849个敌人	1,4809849	1,2,3,14518	1,1;2,2;3,14517
17182	消灭4809850个敌人	1,4809850	1,2,3,14519	1,1;2,2;3,14518
17183	消灭4809851个敌人	1,4809851	1,2,3,14520	1,1;2,2;3,14519
17184	消灭4809852个敌人	1,4809852	1,2,3,14521	1,1;2,2;3,14520
17185	消灭4809853个敌人	1,4809853	1,2,3,14522	1,1;2,2;3,14521
17186	消灭4809854个敌人	1,4809854	1,2,3,14523	1,1;2,2;3,14522
17187	消灭4809855个敌人	1,4809855	1,2,3,14524	1,1;2,2;3,14523
17188	消灭4809856个敌人	1,4809856	1,2,3,14525	1,1;2,2;3,14524
17189	消灭4809857个敌人	1,4809857	1,2,3,14526	1,1;2,2;3,14525
17190	消灭4809858个敌人	1,4809858	1,2,3,14527	1,1;2,2;3,14526
17191	消灭4809859个敌人	1,4809859	1,2,3,14528	1,1;2,2;3,14527
17192	消灭4809860个敌人	1,4809860	1,2,3,14529	1,1;2,2;3,14528
17193	消灭4809861个敌人	1,4809861	1,2,3,14530	1,1;2,2;3,14529
17194	消灭4809862个敌人	1,4809862	1,2,3,14531	1,1;2,2;3,14530
17195	消灭4809863个敌人	1,4809863	1,2,3,14532	1,1;2,2;3,14531
17196	消灭4809864个敌人	1,4809864	1,2,3,14533	1,1;2,2;3,14532
17197	消灭4809865个敌人	1,4809865	1,2,3,14534	1,1;2,2;3,14533
17198	消灭4809866个敌人	1,4809866	1,2,3,14535	1,1;2,2;3,14534
17199	消灭4809867个敌人	1,4809867	1,2,3,14536	1,1;2,2;3,14535
17200	消灭4809868个敌人	1,4809868	1,2,3,14537	1,1;2,2;3,14536
17201	消灭4809869个敌人	1,4809869	1,2,3,14538	1,1;2,2;3,14537
17202	消灭4809870个敌人	1,4809870	1,2,3,14539	1,1;2,2;3,14538
17203	消灭4809871个敌人	1,4809871	1,2,3,14540	1,1;2,2;3,14539
17204	消灭4809872个敌人	1,4809872	1,2,3,14541	1,1;2,2;3,14540
17205	消灭4809873个敌人	1,4809873	1,2,3,14542	1,1;2,2;3,14541
17206	消灭4809874个敌人	1,4809874	1,2,3,14543	1,1;2,2;3,14542
17207	消灭4809875个敌人	1,4809875	1,2,3,14544	1,1;2,2;3,14543
17208	消灭4809876个敌人	1,4809876	1,2,3,14545	1,1;2,2;3,14544
17209	消灭4809877个敌人	1,4809877	1,2,3,14546	1,1;2,2;3,14545
17210	消灭4809878个敌人	1,4809878	1,2,3,14547	1,1;2,2;3,14546
17211	消灭4809879个敌人	1,4809879	1,2,3,14548	1,1;2,2;3,14547
17212	消灭4809880个敌人	1,4809880	1,2,3,14549	1,1;2,2;3,14548
17213	消灭4809881个敌人	1,4809881	1,2,3,14550	1,1;2,2;3,14549
17214	消灭4809882个敌人	1,4809882	1,2,3,14551	1,1;2,2;3,14550
17215	消灭4809883个敌人	1,4809883	1,2,3,14552	1,1;2,2;3,14551
17216	消灭4809884个敌人	1,4809884	1,2,3,14553	1,1;2,2;3,14552
17217	消灭4809885个敌人	1,4809885	1,2,3,14554	1,1;2,2;3,14553
17218	消灭4809886个敌人	1,4809886	1,2,3,14555	1,1;2,2;3,14554
17219	消灭4809887个敌人	1,4809887	1,2,3,14556	1,1;2,2;3,14555
17220	消灭4809888个敌人	1,4809888	1,2,3,14557	1,1;2,2;3,14556
17221	消灭4809889个敌人	1,4809889	1,2,3,14558	1,1;2,2;3,14557
17222	消灭4809890个敌人	1,4809890	1,2,3,14559	1,1;2,2;3,14558
17223	消灭4809891个敌人	1,4809891	1,2,3,14560	1,1;2,2;3,14559
17224	消灭4809892个敌人	1,4809892	1,2,3,14561	1,1;2,2;3,14560
17225	消灭4809893个敌人	1,4809893	1,2,3,14562	1,1;2,2;3,14561
17226	消灭4809894个敌人	1,4809894	1,2,3,14563	1,1;2,2;3,14562
17227	消灭4809895个敌人	1,4809895	1,2,3,14564	1,1;2,2;3,14563
17228	消灭4809896个敌人	1,4809896	1,2,3,14565	1,1;2,2;3,14564
17229	消灭4809897个敌人	1,4809897	1,2,3,14566	1,1;2,2;3,14565
17230	消灭4809898个敌人	1,4809898	1,2,3,14567	1,1;2,2;3,14566
17231	消灭4809899个敌人	1,4809899	1,2,3,14568	1,1;2,2;3,14567
17232	消灭4809900个敌人	1,4809900	1,2,3,14569	1,1;2,2;3,14568
17233	消灭4809901个敌人	1,4809901	1,2,3,14570	1,1;2,2;3,14569
17234	消灭4809902个敌人	1,4809902	1,2,3,14571	1,1;2,2;3,14570
17235	消灭4809903个敌人	1,4809903	1,2,3,14572	1,1;2,2;3,14571
17236	消灭4809904个敌人	1,4809904	1,2,3,14573	1,1;2,2;3,14572
17237	消灭4809905个敌人	1,4809905	1,2,3,14574	1,1;2,2;3,14573
17238	消灭4809906个敌人	1,4809906	1,2,3,14575	1,1;2,2;3,14574
17239	消灭4809907个敌人	1,4809907	1,2,3,14576	1,1;2,2;3,14575
17240	消灭4809908个敌人	1,4809908	1,2,3,14577	1,1;2,2;3,14576
17241	消灭4809909个敌人	1,4809909	1,2,3,14578	1,1;2,2;3,14577
17242	消灭4809910个敌人	1,4809910	1,2,3,14579	1,1;2,2;3,14578
17243	消灭4809911个敌人	1,4809911	1,2,3,14580	1,1;2,2;3,14579
17244	消灭4809912个敌人	1,4809912	1,2,3,14581	1,1;2,2;3,14580
17245	消灭4809913个敌人	1,4809913	1,2,3,14582	1,1;2,2;3,14581
17246	消灭4809914个敌人	1,4809914	1,2,3,14583	1,1;2,2;3,14582
17247	消灭4809915个敌人	1,4809915	1,2,3,14584	1,1;2,2;3,14583
17248	消灭4809916个敌人	1,4809916	1,2,3,14585	1,1;2,2;3,14584
17249	消灭4809917个敌人	1,4809917	1,2,3,14586	1,1;2,2;3,14585
17250	消灭4809918个敌人	1,4809918	1,2,3,14587	1,1;2,2;3,14586
17251	消灭4809919个敌人	1,4809919	1,2,3,14588	1,1;2,2;3,14587
17252	消灭4809920个敌人	1,4809920	1,2,3,14589	1,1;2,2;3,14588
17253	消灭4809921个敌人	1,4809921	1,2,3,14590	1,1;2,2;3,14589
17254	消灭4809922个敌人	1,4809922	1,2,3,14591	1,1;2,2;3,14590
17255	消灭4809923个敌人	1,4809923	1,2,3,14592	1,1;2,2;3,14591
17256	消灭4809924个敌人	1,4809924	1,2,3,14593	1,1;2,2;3,14592
17257	消灭4809925个敌人	1,4809925	1,2,3,14594	1,1;2,2;3,14593
17258	消灭4809926个敌人	1,4809926	1,2,3,14595	1,1;2,2;3,14594
17259	消灭4809927个敌人	1,4809927	1,2,3,14596	1,1;2,2;3,14595
17260	消灭4809928个敌人	1,4809928	1,2,3,14597	1,1;2,2;3,14596
17261	消灭4809929个敌人	1,4809929	1,2,3,14598	1,1;2,2;3,14597
17262	消灭4809930个敌人	1,4809930	1,2,3,14599	1,1;2,2;3,14598
17263	消灭4809931个敌人	1,4809931	1,2,3,14600	1,1;2,2;3,14599
17264	消灭4809932个敌人	1,4809932	1,2,3,14601	1,1;2,2;3,14600
17265	消灭4809933个敌人	1,4809933	1,2,3,14602	1,1;2,2;3,14601
17266	消灭4809934个敌人	1,4809934	1,2,3,14603	1,1;2,2;3,14602
17267	消灭4809935个敌人	1,4809935	1,2,3,14604	1,1;2,2;3,14603
17268	消灭4809936个敌人	1,4809936	1,2,3,14605	1,1;2,2;3,14604
17269	消灭4809937个敌人	1,4809937	1,2,3,14606	1,1;2,2;3,14605
17270	消灭4809938个敌人	1,4809938	1,2,3,14607	1,1;2,2;3,14606
17271	消灭4809939个敌人	1,4809939	1,2,3,14608	1,1;2,2;3,14607
17272	消灭4809940个敌人	1,4809940	1,2,3,14609	1,1;2,2;3,14608
17273	消灭4809941个敌人	1,4809941	1,2,3,14610	1,1;2,2;3,14609
17274	消灭4809942个敌人	1,4809942	1,2,3,14611	1,1;2,2;3,14610
17275	消灭4809943个敌人	1,4809943	1,2,3,14612	1,1;2,2;3,14611
17276	消灭4809944个敌人	1,4809944	1,2,3,14613	1,1;2,2;3,14612
17277	消灭4809945个敌人	1,4809945	1,2,3,14614	1,1;2,2;3,14613
17278	消灭4809946个敌人	1,4809946	1,2,3,14615	1,1;2,2;3,14614
17279	消灭4809947个敌人	1,4809947	1,2,3,14616	1,1;2,2;3,14615
17280	消灭4809948个敌人	1,4809948	1,2,3,14617	1,1;2,2;3,14616
17281	消灭4809949个敌人	1,4809949	1,2,3,14618	1,1;2,2;3,14617
17282	消灭4809950个敌人	1,4809950	1,2,3,14619	1,1;2,2;3,14618
17283	消灭4809951个敌人	1,4809951	1,2,3,14620	1,1;2,2;3,14619
17284	消灭4809952个敌人	1,4809952	1,2,3,14621	1,1;2,2;3,14620
17285	消灭4809953个敌人	1,4809953	1,2,3,14622	1,1;2,2;3,14621
17286	消灭4809954个敌人	1,4809954	1,2,3,14623	1,1;2,2;3,14622
17287	消灭4809955个敌人	1,4809955	1,2,3,14624	1,1;2,2;3,14623
17288	消灭4809956个敌人	1,4809956	1,2,3,14625	1,1;2,2;3,14624
17289	消灭4809957个敌人	1,4809957	1,2,3,14626	1,1;2,2;3,14625
17290	消灭4809958个敌人	1,4809958	1,2,3,14627	1,1;2,2;3,14626
17291	消灭4809959个敌人	1,4809959	1,2,3,14628	1,1;2,2;3,14627
17292	消灭4809960个敌人	1,4809960	1,2,3,14629	1,1;2,2;3,14628
17293	消灭4809961个敌人	1,4809961	1,2,3,14630	1,1;2,2;3,14629
17294	消灭4809962个敌人	1,4809962	1,2,3,14631	1,1;2,2;3,14630
17295	消灭4809963个敌人	1,4809963	1,2,3,14632	1,1;2,2;3,14631
17296	消灭4809964个敌人	1,4809964	1,2,3,14633	1,1;2,2;3,14632
17297	消灭4809965个敌人	1,4809965	1,2,3,14634	1,1;2,2;3,14633
17298	消灭4809966个敌人	1,4809966	1,2,3,14635	1,1;2,2;3,14634
17299	消灭4809967个敌人	1,4809967	1,2,3,14636	1,1;2,2;3,14635
17300	消灭4809968个敌人	1,4809968	1,2,3,14637	1,1;2,2;3,14636
17301	消灭4809969个敌人	1,4809969	1,2,3,14638	1,1;2,2;3,14637
17302	消灭4809970个敌人	1,4809970	1,2,3,14639	1,1;2,2;3,14638
17303	消灭4809971个敌人	1,4809971	1,2,3,14640	1,1;2,2;3,14639
17304	消灭4809972个敌人	1,4809972	1,2,3,14641	1,1;2,2;3,14640
17305	消灭4809973个敌人	1,4809973	1,2,3,14642	1,1;2,2;3,14641
17306	消灭4809974个敌人	1,4809974	1,2,3,14643	1,1;2,2;3,14642
17307	消灭4809975个敌人	1,4809975	1,2,3,14644	1,1;2,2;3,14643
17308	消灭4809976个敌人	1,4809976	1,2,3,14645	1,1;2,2;3,14644
17309	消灭4809977个敌人	1,4809977	1,2,3,14646	1,1;2,2;3,14645
17310	消灭4809978个敌人	1,4809978	1,2,3,14647	1,1;2,2;3,14646
17311	消灭4809979个敌人	1,4809979	1,2,3,14648	1,1;2,2;3,14647
17312	消灭4809980个敌人	1,4809980	1,2,3,14649	1,1;2,2;3,14648
17313	消灭4809981个敌人	1,4809981	1,2,3,14650	1,1;2,2;3,14649
17314	消灭4809982个敌人	1,4809982	1,2,3,14651	1,1;2,2;3,14650
17315	消灭4809983个敌人	1,4809983	1,2,3,14652	1,1;2,2;3,14651
17316	消灭4809984个敌人	1,4809984	1,2,3,14653	1,1;2,2;3,14652
17317	消灭4809985个敌人	1,4809985	1,2,3,14654	1,1;2,2;3,14653
17318	消灭4809986个敌人	1,4809986	1,2,3,14655	1,1;2,2;3,14654
17319	消灭4809987个敌人	1,4809987	1,2,3,14656	1,1;2,2;3,14655
17320	消灭4809988个敌人	1,4809988	1,2,3,14657	1,1;2,2;3,14656
17321	消灭4809989个敌人	1,4809989	1,2,3,14658	1,1;2,2;3,14657
17322	消灭4809990个敌人	1,4809990	1,2,3,14659	1,1;2,2;3,14658
17323	消灭4809991个敌人	1,4809991	1,2,3,14660	1,1;2,2;3,14659
17324	消灭4809992个敌人	1,4809992	1,2,3,14661	1,1;2,2;3,14660
17325	消灭4809993个敌人	1,4809993	1,2,3,14662	1,1;2,2;3,14661
17326	消灭4809994个敌人	1,4809994	1,2,3,14663	1,1;2,2;3,14662
17327	消灭4809995个敌人	1,4809995	1,2,3,14664	1,1;2,2;3,14663
17328	消灭4809996个敌人	1,4809996	1,2,3,14665	1,1;2,2;3,14664
17329	消灭4809997个敌人	1,4809997	1,2,3,14666	1,1;2,2;3,14665
17330	消灭4809998个敌人	1,4809998	1,2,3,14667	1,1;2,2;3,14666
17331	消灭4809999个敌人	1,4809999	1,2,3,14668	1,1;2,2;3,14667
17332	消灭4810000个敌人	1,4810000	1,2,3,14669	1,1;2,2;3,14668
17333	消灭4810001个敌人	1,4810001	1,2,3,14670	1,1;2,2;3,14669
17334	消灭4810002个敌人	1,4810002	1,2,3,14671	1,1;2,2;3,14670
17335	消灭4810003个敌人	1,4810003	1,2,3,14672	1,1;2,2;3,14671
17336	消灭4810004个敌人	1,4810004	1,2,3,14673	1,1;2,2;3,14672
17337	消灭4810005个敌人	1,4810005	1,2,3,14674	1,1;2,2;3,14673
17338	消灭4810006个敌人	1,4810006	1,2,3,14675	1,1;2,2;3,14674
17339	消灭4810007个敌人	1,4810007	1,2,3,14676	1,1;2,2;3,14675
17340	消灭4810008个敌人	1,4810008	1,2,3,14677	1,1;2,2;3,14676
17341	消灭4810009个敌人	1,4810009	1,2,3,14678	1,1;2,2;3,14677
17342	消灭4810010个敌人	1,4810010	1,2,3,14679	1,1;2,2;3,14678
17343	消灭4810011个敌人	1,4810011	1,2,3,14680	1,1;2,2;3,14679
17344	消灭4810012个敌人	1,4810012	1,2,3,14681	1,1;2,2;3,14680
17345	消灭4810013个敌人	1,4810013	1,2,3,14682	1,1;2,2;3,14681
17346	消灭4810014个敌人	1,4810014	1,2,3,14683	1,1;2,2;3,14682
17347	消灭4810015个敌人	1,4810015	1,2,3,14684	1,1;2,2;3,14683
17348	消灭4810016个敌人	1,4810016	1,2,3,14685	1,1;2,2;3,14684
17349	消灭4810017个敌人	1,4810017	1,2,3,14686	1,1;2,2;3,14685
17350	消灭4810018个敌人	1,4810018	1,2,3,14687	1,1;2,2;3,14686
17351	消灭4810019个敌人	1,4810019	1,2,3,14688	1,1;2,2;3,14687
17352	消灭4810020个敌人	1,4810020	1,2,3,14689	1,1;2,2;3,14688
17353	消灭4810021个敌人	1,4810021	1,2,3,14690	1,1;2,2;3,14689
17354	消灭4810022个敌人	1,4810022	1,2,3,14691	1,1;2,2;3,14690
17355	消灭4810023个敌人	1,4810023	1,2,3,14692	1,1;2,2;3,14691
17356	消灭4810024个敌人	1,4810024	1,2,3,14693	1,1;2,2;3,14692
17357	消灭4810025个敌人	1,4810025	1,2,3,14694	1,1;2,2;3,14693
17358	消灭4810026个敌人	1,4810026	1,2,3,14695	1,1;2,2;3,14694
17359	消灭4810027个敌人	1,4810027	1,2,3,14696	1,1;2,2;3,14695
17360	消灭4810028个敌人	1,4810028	1,2,3,14697	1,1;2,2;3,14696
17361	消灭4810029个敌人	1,4810029	1,2,3,14698	1,1;2,2;3,14697
17362	消灭4810030个敌人	1,4810030	1,2,3,14699	1,1;2,2;3,14698
17363	消灭4810031个敌人	1,4810031	1,2,3,14700	1,1;2,2;3,14699
17364	消灭4810032个敌人	1,4810032	1,2,3,14701	1,1;2,2;3,14700
17365	消灭4810033个敌人	1,4810033	1,2,3,14702	1,1;2,2;3,14701
17366	消灭4810034个敌人	1,4810034	1,2,3,14703	1,1;2,2;3,14702
17367	消灭4810035个敌人	1,4810035	1,2,3,14704	1,1;2,2;3,14703
17368	消灭4810036个敌人	1,4810036	1,2,3,14705	1,1;2,2;3,14704
17369	消灭4810037个敌人	1,4810037	1,2,3,14706	1,1;2,2;3,14705
17370	消灭4810038个敌人	1,4810038	1,2,3,14707	1,1;2,2;3,14706
17371	消灭4810039个敌人	1,4810039	1,2,3,14708	1,1;2,2;3,14707
17372	消灭4810040个敌人	1,4810040	1,2,3,14709	1,1;2,2;3,14708
17373	消灭4810041个敌人	1,4810041	1,2,3,14710	1,1;2,2;3,14709
17374	消灭4810042个敌人	1,4810042	1,2,3,14711	1,1;2,2;3,14710
17375	消灭4810043个敌人	1,4810043	1,2,3,14712	1,1;2,2;3,14711
17376	消灭4810044个敌人	1,4810044	1,2,3,14713	1,1;2,2;3,14712
17377	消灭4810045个敌人	1,4810045	1,2,3,14714	1,1;2,2;3,14713
17378	消灭4810046个敌人	1,4810046	1,2,3,14715	1,1;2,2;3,14714
17379	消灭4810047个敌人	1,4810047	1,2,3,14716	1,1;2,2;3,14715
17380	消灭4810048个敌人	1,4810048	1,2,3,14717	1,1;2,2;3,14716
17381	消灭4810049个敌人	1,4810049	1,2,3,14718	1,1;2,2;3,14717
17382	消灭4810050个敌人	1,4810050	1,2,3,14719	1,1;2,2;3,14718
17383	消灭4810051个敌人	1,4810051	1,2,3,14720	1,1;2,2;3,14719
17384	消灭4810052个敌人	1,4810052	1,2,3,14721	1,1;2,2;3,14720
17385	消灭4810053个敌人	1,4810053	1,2,3,14722	1,1;2,2;3,14721
17386	消灭4810054个敌人	1,4810054	1,2,3,14723	1,1;2,2;3,14722
17387	消灭4810055个敌人	1,4810055	1,2,3,14724	1,1;2,2;3,14723
17388	消灭4810056个敌人	1,4810056	1,2,3,14725	1,1;2,2;3,14724
17389	消灭4810057个敌人	1,4810057	1,2,3,14726	1,1;2,2;3,14725
17390	消灭4810058个敌人	1,4810058	1,2,3,14727	1,1;2,2;3,14726
17391	消灭4810059个敌人	1,4810059	1,2,3,14728	1,1;2,2;3,14727
17392	消灭4810060个敌人	1,4810060	1,2,3,14729	1,1;2,2;3,14728
17393	消灭4810061个敌人	1,4810061	1,2,3,14730	1,1;2,2;3,14729
17394	消灭4810062个敌人	1,4810062	1,2,3,14731	1,1;2,2;3,14730
17395	消灭4810063个敌人	1,4810063	1,2,3,14732	1,1;2,2;3,14731
17396	消灭4810064个敌人	1,4810064	1,2,3,14733	1,1;2,2;3,14732
17397	消灭4810065个敌人	1,4810065	1,2,3,14734	1,1;2,2;3,14733
17398	消灭4810066个敌人	1,4810066	1,2,3,14735	1,1;2,2;3,14734
17399	消灭4810067个敌人	1,4810067	1,2,3,14736	1,1;2,2;3,14735
17400	消灭4810068个敌人	1,4810068	1,2,3,14737	1,1;2,2;3,14736
17401	消灭4810069个敌人	1,4810069	1,2,3,14738	1,1;2,2;3,14737
17402	消灭4810070个敌人	1,4810070	1,2,3,14739	1,1;2,2;3,14738
17403	消灭4810071个敌人	1,4810071	1,2,3,14740	1,1;2,2;3,14739
17404	消灭4810072个敌人	1,4810072	1,2,3,14741	1,1;2,2;3,14740
17405	消灭4810073个敌人	1,4810073	1,2,3,14742	1,1;2,2;3,14741
17406	消灭4810074个敌人	1,4810074	1,2,3,14743	1,1;2,2;3,14742
17407	消灭4810075个敌人	1,4810075	1,2,3,14744	1,1;2,2;3,14743
17408	消灭4810076个敌人	1,4810076	1,2,3,14745	1,1;2,2;3,14744
17409	消灭4810077个敌人	1,4810077	1,2,3,14746	1,1;2,2;3,14745
17410	消灭4810078个敌人	1,4810078	1,2,3,14747	1,1;2,2;3,14746
17411	消灭4810079个敌人	1,4810079	1,2,3,14748	1,1;2,2;3,14747
17412	消灭4810080个敌人	1,4810080	1,2,3,14749	1,1;2,2;3,14748
17413	消灭4810081个敌人	1,4810081	1,2,3,14750	1,1;2,2;3,14749
17414	消灭4810082个敌人	1,4810082	1,2,3,14751	1,1;2,2;3,14750
17415	消灭4810083个敌人	1,4810083	1,2,3,14752	1,1;2,2;3,14751
17416	消灭4810084个敌人	1,4810084	1,2,3,14753	1,1;2,2;3,14752
17417	消灭4810085个敌人	1,4810085	1,2,3,14754	1,1;2,2;3,14753
17418	消灭4810086个敌人	1,4810086	1,2,3,14755	1,1;2,2;3,14754
